repo;pouet;numL;page;page-href;linkToRepo;linkToDockerfile
"martinholmin/ruby";"FROM ruby:2.3.0";"1";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/martinholmin/ruby";"/martinholmin/ruby/blob/f041215106052e30f6ffd79747893d9f3886528c/Dockerfile"
"gregorycox/concourse_ci_test";"";"2";"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/gregorycox/concourse_ci_test";"/gregorycox/concourse_ci_test/blob/b3325fc8c90d699d2bd2bc9379015f77ad2d948a/Dockerfile"
"mkwong04/dockerClientTest";"maven \";"4";"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mkwong04/dockerClientTest";"/mkwong04/dockerClientTest/blob/09488e1b1110513323e353d383819330eb87bac4/docker/Dockerfile"
"vraja0106/test-repo";"RUN apt-get update && apt-get install openjdk-7-jdk";"3";"Previous";"https://github.com/search?p=1&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vraja0106/test-repo";"/vraja0106/test-repo/blob/ddb7bd0ea0793e42b4ff83dcf444340b0f0b2e64/Dockerfile"
"armhf-docker-library/mongo";"FROM armhfbuild/debian:jessie";"1";"Previous";"https://github.com/search?p=58&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/armhf-docker-library/mongo";"/armhf-docker-library/mongo/blob/c5d1d575168559b3575aeca83b8ecd3f15f5b81c/2.4.10/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=83&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/d.dockerfile"
"hcvst/dockerfiles";"RUN apt-get update";"6";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hcvst/dockerfiles";"/hcvst/dockerfiles/blob/8d938ef703e508eec356fc3fb2924ea76b21d0b5/Erlang/Dockerfile"
"robobario/repl";"CMD [""irb""]";"3";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/robobario/repl";"/robobario/repl/blob/e97ead1e0d47972df00afe708131e4a27ece2b0a/docker-repls/ruby/Dockerfile"
"topdevbox/dockercraft";"RUN apt-get update && \";"4";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/topdevbox/dockercraft";"/topdevbox/dockercraft/blob/e333baf59dd5fe4613f35f1c352ec5eed48d835c/dockerfiles/ubuntu/base/Dockerfile"
"spullara/iscsi";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/spullara/iscsi";"/spullara/iscsi/blob/a3112ffcc379567cd1ca6733aa3550bc97d8b9fc/Dockerfile"
"DataMgtCloud/baseos";"RUN \";"3";"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DataMgtCloud/baseos";"/DataMgtCloud/baseos/blob/b67011a9f304a4407d07f5b12f42cd641831b840/Dockerfile"
"gbgdev/tcc";"";"2";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/gbgdev/tcc";"/gbgdev/tcc/blob/c4dc628e686e707cdf4e15cad55783b7edffd866/nginx-git/Dockerfile"
"DilvanLab/MoodleCodeQuestionType";"CMD bash";"5";"Previous";"https://github.com/search?p=90&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DilvanLab/MoodleCodeQuestionType";"/DilvanLab/MoodleCodeQuestionType/blob/c2c347459ba86cd0cab7989a0b0c627cf9552984/moodlecode/env/cStdGrader/mcl-c/Dockerfile"
"kintomiko/yl-base";"";"2";"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kintomiko/yl-base";"/kintomiko/yl-base/blob/48d4c7039856fa3b6264c7e43f6d42fb0ca59f84/Dockerfile"
"jan-osch/assemb";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jan-osch/assemb";"/jan-osch/assemb/blob/dcb6332dc9d99edd37ec1de2a010395ee49ddaf2/Dockerfile"
"jeroenpeeters/thesis";"";"5";"Previous";"https://github.com/search?p=47&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jeroenpeeters/thesis";"/jeroenpeeters/thesis/blob/c6ef1b3f29ac6909a88db446856e3c568b7aff20/thesis/original/Dockerfile"
"tleyden/docker";"";"2";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tleyden/docker";"/tleyden/docker/blob/738b368370c5d58ea196921898cce474543c9a71/deps-fail/Dockerfile"
"bahlo/dockerfiles";"apt-get install rsync -y";"4";"Previous";"https://github.com/search?p=63&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bahlo/dockerfiles";"/bahlo/dockerfiles/blob/90dfd4c27067e6243601cabc242a5f07e7a6d285/rsync/Dockerfile"
"agnsal/docker-apaphpy";"FROM tutum/apache-php";"1";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/agnsal/docker-apaphpy";"/agnsal/docker-apaphpy/blob/8921c9906c6e8911cd0afba399044741e8aaf2b6/Dockerfile"
"TomScotch/workspace";"RUN apt-get install -y irssi";"4";"Previous";"https://github.com/search?p=5&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TomScotch/workspace";"/TomScotch/workspace/blob/0b662d358d586a2637e4603917ea4105ed281638/irc/Dockerfile"
"dgageot/quine-relay";"RUN apt-get update -qq && apt-get install -y tcl";"3";"Previous";"https://github.com/search?p=89&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/tcl.dockerfile"
"micheldion/linux-box";"RUN apt-get install -y git";"7";"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micheldion/linux-box";"/micheldion/linux-box/blob/c33d4cf344c9a4f05780cae7bde67e83f383886a/Dockerfile"
"DebashisGanguly/Binpacking";"RUN apt-get upgrade -y";"6";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DebashisGanguly/Binpacking";"/DebashisGanguly/Binpacking/blob/f4508b7f12e760f53491e46e912af05efe82ed10/Dockerfile"
"gsrajadh/Advanced-Docker";"#install required packages";"2";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/gsrajadh/Advanced-Docker";"/gsrajadh/Advanced-Docker/blob/95641b53d61724a775b2e018fd0c650bebe751c9/FileIO/Second_Container/Dockerfile"
"csmarosi/dockerFiles";"&& \";"6";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/csmarosi/dockerFiles";"/csmarosi/dockerFiles/blob/57d840ca9b651138d64cac70e531a54516d0be17/xrdp_firefox/Dockerfile"
"fits/try_samples";"FROM python";"1";"Previous";"https://github.com/search?p=64&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/blog/20160920/keras_mnist/docker/Dockerfile"
"mxns/quadratisch";"RUN apt-get update && \";"3";"Previous";"https://github.com/search?p=79&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mxns/quadratisch";"/mxns/quadratisch/blob/43c3608e755492428735b1be8f37441f5a1f6047/docker/rauth/Dockerfile"
"getapp/docker-backup-mysql";"MAINTAINER Boris Mikhaylov";"3";"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/getapp/docker-backup-mysql";"/getapp/docker-backup-mysql/blob/764eb0d8f2892764fac015b661186d9839892b29/Dockerfile"
"miranetworks/core_pgdb_tools";"";"6";"Previous";"https://github.com/search?p=13&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/miranetworks/core_pgdb_tools";"/miranetworks/core_pgdb_tools/blob/de6d69183646e5f0ebd2748e3f1d040a7d31a6fb/docker/Dockerfile"
"adamroddick/adamroddick.github.io";"";"7";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/adamroddick/adamroddick.github.io";"/adamroddick/adamroddick.github.io/blob/6bde41453cae8093ebc2686bc2d3f761cb817ccb/Dockerfile"
"asdfsx/docker";"RUN apt-get update";"5";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/asdfsx/docker";"/asdfsx/docker/blob/c505da866cc0c796ecb4ca2ca668f4d02431afc7/ubuntu_utopic_erlang/Dockerfile"
"mkwong04/dockerClientTest";"openjdk-8-jdk-headless \";"5";"Previous";"https://github.com/search?p=67&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mkwong04/dockerClientTest";"/mkwong04/dockerClientTest/blob/09488e1b1110513323e353d383819330eb87bac4/docker/Dockerfile"
"ant30/docker-haproxy-resolver";"";"2";"Previous";"https://github.com/search?p=1&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ant30/docker-haproxy-resolver";"/ant30/docker-haproxy-resolver/blob/3e539ef7e31874b297a5bc27ef0bd99ec81cf9c5/haproxy/Dockerfile"
"octoblu/rpm-createrepo";"CMD [""/run.sh""]";"13";"";"";"/octoblu/rpm-createrepo";"/octoblu/rpm-createrepo/blob/cc37db79791b847185587e921b311329127a38bb/Dockerfile"
"TomScotch/workspace";"FROM armhf/ubuntu";"1";"Previous";"https://github.com/search?p=5&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TomScotch/workspace";"/TomScotch/workspace/blob/a80d66531d785e5f8af5717e2a6d2ca44c0f08a6/espeak/Dockerfile"
"zvms/gitlab-runner-base";"curl \";"5";"Previous";"https://github.com/search?p=51&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/zvms/gitlab-runner-base";"/zvms/gitlab-runner-base/blob/2d966874e5a97f809df2de2e4cc8aa401507fa4d/Dockerfile"
"itiqiti/docker-empty";"htop &&\";"5";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/itiqiti/docker-empty";"/itiqiti/docker-empty/blob/53b6688eb93305eafa92ed94b9f0eb45371968a5/Dockerfile"
"samlet/docker-opt";"&& apt-get clean";"5";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/samlet/docker-opt";"/samlet/docker-opt/blob/04e05ba3130242f0e5abaa621fb02e37509ae16f/conf/node.dockerfile"
"Evertvandenbruel/laughing-boo";"";"8";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Evertvandenbruel/laughing-boo";"/Evertvandenbruel/laughing-boo/blob/cd5b55d3f8dad58b31ae1aaece2e995dd67f01f4/Dockerfile"
"oldhill/dockerfiles";"FROM debian:latest";"1";"Previous";"https://github.com/search?p=75&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/oldhill/dockerfiles";"/oldhill/dockerfiles/blob/521ce54a91ae3b6aaacf8579459b6211861cd915/apache-bench/Dockerfile"
"CenturyLinkLabs/docker-openstack-cli";"apt-get install -y python-keystoneclient && \";"9";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/CenturyLinkLabs/docker-openstack-cli";"/CenturyLinkLabs/docker-openstack-cli/blob/4c5b92963444bcf0a0649dcde52280a51ab00b26/Dockerfile"
"jeroenpeeters/thesis";"apt-get install -y pandoc texlive-full";"4";"Previous";"https://github.com/search?p=47&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jeroenpeeters/thesis";"/jeroenpeeters/thesis/blob/c6ef1b3f29ac6909a88db446856e3c568b7aff20/thesis/Dockerfile"
"chtiJBUG/docker-ubuntu-jdk7";"RUN apt-get install -y openjdk-7-jdk";"4";"Previous";"https://github.com/search?p=32&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/chtiJBUG/docker-ubuntu-jdk7";"/chtiJBUG/docker-ubuntu-jdk7/blob/c1e7e4cbbc883a5296755744d8dffa857d37e080/Dockerfile"
"gartung/dockerfiles";"RUN apt-get update -y";"8";"Previous";"https://github.com/search?p=91&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/gartung/dockerfiles";"/gartung/dockerfiles/blob/bd41da6821f21034c6a117684a53b07c219e20d9/ubuntu/Dockerfile"
"yyekhlef/docker";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yyekhlef/docker";"/yyekhlef/docker/blob/3ce127bf622c698f52ef962a71a719964e6973ad/cmd-entrypoint/entrypoint/Dockerfile"
"huiwq1990/DockerImages";"RUN apt-get -qq update && apt-get -qq -y install wget";"6";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/huiwq1990/DockerImages";"/huiwq1990/DockerImages/blob/2c7afdde91f3302f21bf241759f56ef7fd28a100/asm/Dockerfile"
"TetsuoS/raspi-docker-image";"RUN apt-get install -y nano";"5";"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TetsuoS/raspi-docker-image";"/TetsuoS/raspi-docker-image/blob/1477eca63e766d985ebcda1392d448864da4e068/Dockerfile"
"robobario/repl";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/robobario/repl";"/robobario/repl/blob/e97ead1e0d47972df00afe708131e4a27ece2b0a/docker-repls/python/Dockerfile"
"jonny-improbable/grafana-old";"ADD *.deb /tmp/";"5";"Previous";"https://github.com/search?p=61&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jonny-improbable/grafana-old";"/jonny-improbable/grafana-old/blob/a08809f8fe57095d948e16ac797c673cebd93249/docker/debtest/Dockerfile"
"tgjamin/docker-101";"RUN apt-get update && apt-get install curl -y";"3";"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tgjamin/docker-101";"/tgjamin/docker-101/blob/4fa349506bafa8623585633df15c4ef589729d68/docker-compose/4/db/Dockerfile"
"bountylabs/go-pprof";"ENTRYPOINT go";"4";"Previous";"https://github.com/search?p=33&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bountylabs/go-pprof";"/bountylabs/go-pprof/blob/5403b66389618da6455a4d9fb7b1326435320ec3/Dockerfile"
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/fortran77.dockerfile"
"stephenliang/jenkins-slave";"FROM evarga/jenkins-slave";"1";"Previous";"https://github.com/search?p=56&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/stephenliang/jenkins-slave";"/stephenliang/jenkins-slave/blob/48fb5c0ecd1d2632e325667ff534001408a3d9a6/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=82&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/clisp.dockerfile"
"synopsisdevs/docker-centerim";"RUN apt-get update && apt-get install -y imagemagick && apt-get clean";"7";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/synopsisdevs/docker-centerim";"/synopsisdevs/docker-centerim/blob/031816859cf5eb853639d69f63120c0ade1f77b0/Dockerfile"
"tcnksm-sample/docker-osx";"FROM base";"1";"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tcnksm-sample/docker-osx";"/tcnksm-sample/docker-osx/blob/2ffef9a723a3dcea3a32a0ec029009d44cbaa8fd/Dockerfile"
"asdfsx/docker";"# Install Erlang";"4";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/asdfsx/docker";"/asdfsx/docker/blob/c505da866cc0c796ecb4ca2ca668f4d02431afc7/ubuntu_utopic_erlang/Dockerfile"
"Whistler092/dockerfiles-workspace";"RUN apt-get update && apt-get install -y";"2";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Whistler092/dockerfiles-workspace";"/Whistler092/dockerfiles-workspace/blob/bb63115e277cdd7af267f8576ad775abb8abcf30/test/Dockerfile"
"fbdapp/service_debian";"RUN apt-get update && apt-get -y dist-upgrade && apt-get install -y libuser ca-certificates && apt-get clean";"5";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fbdapp/service_debian";"/fbdapp/service_debian/blob/2f0444b970fd3c86d2baed227670d3d5262a85b0/Dockerfile"
"kflansburg/xshop";"RUN apt-get -y upgrade";"3";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kflansburg/xshop";"/kflansburg/xshop/blob/c54c29397b211cbff8d34b91e0384dcfc9717f89/xshop/defaults/contexts/base_test_image/Dockerfile"
"slobo/docker-git";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/slobo/docker-git";"/slobo/docker-git/blob/842ea76eb0bd3894e7e437ad27259f7fef924e4e/Dockerfile"
"csmarosi/dockerFiles";"apt-get clean";"7";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/csmarosi/dockerFiles";"/csmarosi/dockerFiles/blob/57d840ca9b651138d64cac70e531a54516d0be17/xrdp_firefox/Dockerfile"
"alex-docker/CE-dockerfiles";"";"2";"Previous";"https://github.com/search?p=61&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/alex-docker/CE-dockerfiles";"/alex-docker/CE-dockerfiles/blob/e383817a348478de89f81100870faa338ed68458/v1/latex/Dockerfile"
"l0ris/docker-openstack-cli";"apt-get install -y python-software-properties";"6";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/l0ris/docker-openstack-cli";"/l0ris/docker-openstack-cli/blob/a2d29989afba26038178e8b3d93047ae5e9fd58d/Dockerfile"
"cloudfoundry/garden-dockerfiles";"RUN apt-get update && apt-get install -y bc";"2";"Previous";"https://github.com/search?p=53&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cloudfoundry/garden-dockerfiles";"/cloudfoundry/garden-dockerfiles/blob/911d640fd6a0e6e40d5d7fc5160202b4fcd1e068/ubuntu-bc/Dockerfile"
"Faerbit/Saxum";"from ubuntu:trusty";"1";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Faerbit/Saxum";"/Faerbit/Saxum/blob/3b255142337e08988f2b4f1f56d6e061e8754336/Dockerfile"
"wowofbob/docker-haskell-ubuntu-with-stack";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=15&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/wowofbob/docker-haskell-ubuntu-with-stack";"/wowofbob/docker-haskell-ubuntu-with-stack/blob/f8b53bfc0e4cdacf74ff917d1f3781f4a62612bc/Dockerfile"
"Matt3o12/docker-ziptools";"RUN rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*";"6";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Matt3o12/docker-ziptools";"/Matt3o12/docker-ziptools/blob/742fdf552df408b4eb7a21036999b01be0b9d0c6/Dockerfile"
"solsson/docker-svn";"";"2";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/solsson/docker-svn";"/solsson/docker-svn/blob/47bbc0737263cf9c33b19ed7897227fbe1e013bc/debian-svnclient/Dockerfile"
"jacklesplat/ql_emc";"RUN apt-get update && apt-get install -y vim";"3";"Previous";"https://github.com/search?p=62&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jacklesplat/ql_emc";"/jacklesplat/ql_emc/blob/1f0e8798dcdeba12d5562b5f0b56f38247c7088a/src/github.com/grafana/grafana/docker/debtest/Dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=82&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/clojure.dockerfile"
"itiqiti/docker-empty";"apt-get -y clean";"7";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/itiqiti/docker-empty";"/itiqiti/docker-empty/blob/53b6688eb93305eafa92ed94b9f0eb45371968a5/Dockerfile"
"crosbymichael/htop-docker";"";"2";"Previous";"https://github.com/search?p=92&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/crosbymichael/htop-docker";"/crosbymichael/htop-docker/blob/93af80d5072219659d0c7fb1b6522fe50c8dce41/Dockerfile"
"shirkevich/lslock";"CMD [""./bin/lslock""]";"5";"Previous";"https://github.com/search?p=96&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shirkevich/lslock";"/shirkevich/lslock/blob/3bedd90048d3bee469074b6009cba8427c371b7e/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=89&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/slang.dockerfile"
"BruceRuan/Grafana";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=92&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/BruceRuan/Grafana";"/BruceRuan/Grafana/blob/d7ee7cb88fa1c65e99ae4b2c3a14da9d33374023/docker/debtest/Dockerfile"
"YouPic/docker-maven";"apt-get upgrade -y";"4";"Previous";"https://github.com/search?p=11&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/YouPic/docker-maven";"/YouPic/docker-maven/blob/4f45810cf4e053ddf5eef6b60223104a25719b9e/Dockerfile"
"spullara/iscsi";"RUN apt-get install open-iscsi -y";"3";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/spullara/iscsi";"/spullara/iscsi/blob/a3112ffcc379567cd1ca6733aa3550bc97d8b9fc/Dockerfile"
"solsson/docker-svn";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/solsson/docker-svn";"/solsson/docker-svn/blob/47bbc0737263cf9c33b19ed7897227fbe1e013bc/debian-svnclient/Dockerfile"
"andrewfaria/docker";"RUN apt-get -y install curl";"4";"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/andrewfaria/docker";"/andrewfaria/docker/blob/f72489c2d5c17ca71bb3ec564270e5b15c26daf9/dev-ubuntu/Dockerfile"
"lstephen/ootp-ai";"RUN apt-get update && apt-get -y install gnuplot";"3";"Previous";"https://github.com/search?p=67&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/lstephen/ootp-ai";"/lstephen/ootp-ai/blob/631a7ba403542ec52cb74002c056be7da218b0e3/construi/Dockerfile"
"LeonardA-L/fiddlegram";"RUN apt-get upgrade -y";"3";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/LeonardA-L/fiddlegram";"/LeonardA-L/fiddlegram/blob/c537b49c02f0e2cbd1d9ceb9bec0a6855b66aca8/dockerImages/phpImage/Dockerfile"
"mxns/quadratisch";"FROM quadratisch/ruby:2.3.1";"1";"Previous";"https://github.com/search?p=79&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mxns/quadratisch";"/mxns/quadratisch/blob/43c3608e755492428735b1be8f37441f5a1f6047/docker/rauth/Dockerfile"
"sedden/config-owncloud";"";"2";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sedden/config-owncloud";"/sedden/config-owncloud/blob/0eca5457f89db37b60a6202d8a379935e782f695/owncloud/duply/Dockerfile"
