repo;pouet;numL;page;page-href;linkToRepo;linkToDockerfile
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=80&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/aplus.dockerfile"
"blast-hardcheese/talk-docker";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=25&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/blast-hardcheese/talk-docker";"/blast-hardcheese/talk-docker/blob/4c22a1a121ed6854af21d5936ab7f252c0bdfef0/notes/apache2-deps/Dockerfile"
"DavisChang/wordpress";"FROM  wordpress:4.5.2-apache";"1";"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DavisChang/wordpress";"/DavisChang/wordpress/blob/fdf52d6e234b31813a3f2d6902f29c35cd678856/Dockerfile"
"barogi/docker-jenkinsci";"USER root";"2";"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/barogi/docker-jenkinsci";"/barogi/docker-jenkinsci/blob/02b707b53137c75ca889c74d57da7478bd63cd31/Dockerfile"
"cedbossneo/pidalio";"RUN apt-get update && apt-get install -y pkg-config libssl-dev";"3";"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cedbossneo/pidalio";"/cedbossneo/pidalio/blob/89ff423ee53054f96774bea4f4ff8862fa1dcd67/dockerfiles/build/Dockerfile"
"hadesMM/ubuntubackup";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hadesMM/ubuntubackup";"/hadesMM/ubuntubackup/blob/a52424c21f64756e04a7ae4142cb98543e9847f3/42/docker/mission03/Dockerfile"
"paramsingh/poj";"RUN apt-get update && apt-get install -y gcc g++";"2";"Previous";"https://github.com/search?p=97&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/paramsingh/poj";"/paramsingh/poj/blob/dc5a719cc5450f5e1f684b843ea1905d8bd26422/docker/Dockerfile"
"fits/try_samples";"RUN apt-get update && apt-get upgrade -y";"3";"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/blog/20160920/keras_mnist/docker/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/asymptote.dockerfile"
"richistron/rails5-ruby-2.3.1-plus-node";"FROM ruby:2.3.1";"1";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/richistron/rails5-ruby-2.3.1-plus-node";"/richistron/rails5-ruby-2.3.1-plus-node/blob/7beabfb92327a75e9b1287e52823edca62b54b8e/Dockerfile"
"DailyGrind/infosecrnd";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=56&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DailyGrind/infosecrnd";"/DailyGrind/infosecrnd/blob/be3a8fc90a70d160ad8038f6a27f338507412ace/examples/netcat-reverse-shell/develop-net/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/xslt.dockerfile"
"andyyoung01/logspout-logstash";"RUN apt-get update && apt-get install -y netcat";"2";"Previous";"https://github.com/search?p=92&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/andyyoung01/logspout-logstash";"/andyyoung01/logspout-logstash/blob/977986a9e30db2fb37ba6401f1c1ab4082de40d5/debug/Dockerfile"
"wowofbob/docker-haskell-ubuntu-with-stack";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/wowofbob/docker-haskell-ubuntu-with-stack";"/wowofbob/docker-haskell-ubuntu-with-stack/blob/f8b53bfc0e4cdacf74ff917d1f3781f4a62612bc/Dockerfile"
"katsew/docker-node-sample";"MAINTAINER mlkato";"2";"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/katsew/docker-node-sample";"/katsew/docker-node-sample/blob/611f17e9e515ea5369a841452308cf1abc20ed35/database/Dockerfile"
"nchazlett/test";"FROM ruby:2.2";"1";"Previous";"https://github.com/search?p=12&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/nchazlett/test";"/nchazlett/test/blob/b209b542efe7e2e5f9ae089ace7f88eb43d60189/Dockerfile"
"DebashisGanguly/Binpacking";"RUN apt-get update -y";"4";"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/DebashisGanguly/Binpacking";"/DebashisGanguly/Binpacking/blob/f4508b7f12e760f53491e46e912af05efe82ed10/Dockerfile"
"BU-NU-CLOUD-SP16/Lambda-on-OpenStack";"";"4";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/BU-NU-CLOUD-SP16/Lambda-on-OpenStack";"/BU-NU-CLOUD-SP16/Lambda-on-OpenStack/blob/8b5fba5b82f50d6b559d0f398ec81fa09c366871/ProvisionScripts/Dockerfile"
"windname/java-tool";"RUN apt-get -y install tar";"4";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/windname/java-tool";"/windname/java-tool/blob/4f6b14e327e59a50650610dae164e91f959d3e2c/docker-proj/Dockerfile"
"powareverb/docker-java-armhf";"#sudo apt-get update && sudo apt-get install oracle-java7-jdk";"8";"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/powareverb/docker-java-armhf";"/powareverb/docker-java-armhf/blob/8817177c6475fcb134a27b56af3565e83e449a12/Dockerfile"
"yuvaraj951/grafar";"";"2";"Previous";"https://github.com/search?p=97&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yuvaraj951/grafar";"/yuvaraj951/grafar/blob/7035e3a258a3bcd526451cc7c0f595166edc974b/docker/debtest/Dockerfile"
"TrueAbility/docker-examples";"FROM debian:stable";"1";"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TrueAbility/docker-examples";"/TrueAbility/docker-examples/blob/e8aa3e9e83f7f4730f3d1053b27d939edd8f253f/puppetbase/Dockerfile"
"TetsuoS/raspi-docker-image";"RUN apt-get install -y nano";"5";"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/TetsuoS/raspi-docker-image";"/TetsuoS/raspi-docker-image/blob/1477eca63e766d985ebcda1392d448864da4e068/Dockerfile"
"agwlvssainokuni/docker";"RUN apt-get -y install build-essential";"6";"";"";"/agwlvssainokuni/docker";"/agwlvssainokuni/docker/blob/cf41913d03ec2fca695b2482b8a10523e0fafd67/wily%2Bbuildtool/Dockerfile"
"vtslab/ilpdemo";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=11&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vtslab/ilpdemo";"/vtslab/ilpdemo/blob/234e1bae75e87473862c5a26267b349845258a6d/mainServer/Dockerfile"
"rdammkoehler/roman_numeral_calculator";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rdammkoehler/roman_numeral_calculator";"/rdammkoehler/roman_numeral_calculator/blob/c9fae8c5508c55462048f7c7b6324cc4b773397a/docker/Dockerfile"
"micloud-dockers/haproxy";"RUN apt-get install haproxy -y";"4";"Previous";"https://github.com/search?p=23&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micloud-dockers/haproxy";"/micloud-dockers/haproxy/blob/d74f0e831b4bbd7c116c0149e7cc82c515f96852/Dockerfile"
"kimsk/try-docker";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kimsk/try-docker";"/kimsk/try-docker/blob/777dbb3d53692297181b4071f857e414baaec63d/file-layers/a.Dockerfile"
"schmunk42/docker-apt";"apt-get clean";"8";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/schmunk42/docker-apt";"/schmunk42/docker-apt/blob/98903dc14c984246853b4a3ecd262a7075af6987/Dockerfile"
"cquenum/docker";"RUN apt-get -y update && apt-get install -y nginx";"2";"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cquenum/docker";"/cquenum/docker/blob/e52eaf5bbbf7b5538e2cc51af3afc9af4a4f0313/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/zoem.dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=80&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/asymptote.dockerfile"
"jimlawton/dockerfiles";"RUN apt-get -y install build-essential";"7";"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jimlawton/dockerfiles";"/jimlawton/dockerfiles/blob/c6d7eccfc15f48dceadd89ca283f983f0f992530/ubuntu-dev/Dockerfile"
"isa19790811/dockerui";"";"2";"Previous";"https://github.com/search?p=71&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/isa19790811/dockerui";"/isa19790811/dockerui/blob/6481ce1a3c550a68203b3f628abefb4ac0ba6910/examples/swarm/Dockerfile"
"flash1293/docker-jenkinsslave";"";"2";"Previous";"https://github.com/search?p=19&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/flash1293/docker-jenkinsslave";"/flash1293/docker-jenkinsslave/blob/5e9500f4da55827c65da7d3baf9c2ead52e5ec00/Dockerfile"
"dgageot/quine-relay";"RUN apt-get update -qq && apt-get install -y spl-core";"3";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/spl.dockerfile"
"chbrandt/docker-codiad";"RUN apt-get update \";"2";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/chbrandt/docker-codiad";"/chbrandt/docker-codiad/blob/78c921762c7f85c54ee013ec54f5ddd90d1f248e/dockerfile/Dockerfile"
"kvendingoldo/GhJenkins";"FROM postgres:latest";"1";"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kvendingoldo/GhJenkins";"/kvendingoldo/GhJenkins/blob/ac18c87c66ca412252ca5d330fed600b41041483/containers/db-image/src/main/resources/Dockerfile"
"hisaharu/docker-xterm";"&& apt-get update \";"4";"Previous";"https://github.com/search?p=32&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hisaharu/docker-xterm";"/hisaharu/docker-xterm/blob/d6d142a5ea51cf81a43bf7998fbd60a803a6e3e5/Dockerfile"
"ericdaat/Docker";"run apt-get update && apt-get install -y nginx";"3";"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ericdaat/Docker";"/ericdaat/Docker/blob/c6f1437ed3c348075acdc4088dcc9d76f5bad83f/nginx/Dockerfile"
"dgageot/quine-relay";"";"2";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/vala.dockerfile"
"cloudfoundry/runtime-ci";"jq";"9";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cloudfoundry/runtime-ci";"/cloudfoundry/runtime-ci/blob/8fd52ed0b4a1d016c498571c499e26cf25361de0/scripts/ci/create-release-notes-template/Dockerfile"
"georgeoly/projects";"RUN apt-get update && apt-get install -y vim";"3";"Previous";"https://github.com/search?p=70&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/georgeoly/projects";"/georgeoly/projects/blob/000c68844b53cac91077e0cbc9da67032d9de3f1/docker/debtest/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=85&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/nickle.dockerfile"
"sandeeplamb/Docker";"RUN apt-get install -y openssl";"8";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sandeeplamb/Docker";"/sandeeplamb/Docker/blob/56a4fb0307db907fc239342a58e3fb224e5d5547/Dockerfile"
"jcuotpc/docker-ooffice";"MAINTAINER Julian C. <jcuotpc@gmail.com>";"3";"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jcuotpc/docker-ooffice";"/jcuotpc/docker-ooffice/blob/c4eaf3d1268b2af3938497005550609bf61c8909/Dockerfile"
"mozilla/spiderweb";"RUN apt-get update && apt-get install -qy snapcraft bzip2 curl && apt-get clean";"3";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mozilla/spiderweb";"/mozilla/spiderweb/blob/43c4496d2076d2ba6049e19e937688fab05282b4/release/docker/firefox-snap/Dockerfile"
"laod/docker";"RUN apt-get update && \";"3";"Previous";"https://github.com/search?p=7&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/laod/docker";"/laod/docker/blob/f19f1ad9611f026aeb647fae84cef8aa5c1266aa/sshd/Dockerfile"
"Magnetikio/torrent-stream-microservice";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=93&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Magnetikio/torrent-stream-microservice";"/Magnetikio/torrent-stream-microservice/blob/72f3a6493f9ede5a752338d6e28847445832c31d/Dockerfile"
"hadesMM/ubuntubackup";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hadesMM/ubuntubackup";"/hadesMM/ubuntubackup/blob/a52424c21f64756e04a7ae4142cb98543e9847f3/42/docker/mission03/Dockerfile"
"moul/docker-u-boot-tools";"&& apt-get upgrade -y -q \";"3";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moul/docker-u-boot-tools";"/moul/docker-u-boot-tools/blob/13d82958de5a6f1f366a15554eed762d88efc770/Dockerfile"
"nathanleclaire/awsapp";"";"5";"Previous";"https://github.com/search?p=73&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/nathanleclaire/awsapp";"/nathanleclaire/awsapp/blob/0d569cdb7342431343f7b66ba28c746bb78ed49e/socat/Dockerfile"
"airin12/IOSR";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=52&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/airin12/IOSR";"/airin12/IOSR/blob/963425cda13d812a1cb8670bc0832c2f99d9a61b/grafana/docker/debtest/Dockerfile"
"tclchiam/rpn-calc-kata";"MAINTAINER tchupp";"2";"Previous";"https://github.com/search?p=88&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/tclchiam/rpn-calc-kata";"/tclchiam/rpn-calc-kata/blob/45a7600004c84f43572e7e3501eadb9bcde8b3d5/src/docker/Dockerfile"
"rillian/firefox";"FROM ubuntu:16.04";"1";"Previous";"https://github.com/search?p=24&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rillian/firefox";"/rillian/firefox/blob/0f2c54719e627bfe5b4a229c2a3f4d564fa167a1/release/docker/firefox-snap/Dockerfile"
"polem/docker-python-docutils";"FROM python:latest";"1";"Previous";"https://github.com/search?p=5&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/polem/docker-python-docutils";"/polem/docker-python-docutils/blob/d3ab98cc83f54d445736e1f30da9de30b9de35e5/Dockerfile"
"jpbarto/ghci-docker";"";"2";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jpbarto/ghci-docker";"/jpbarto/ghci-docker/blob/6ce1569e9768e058db2f39b574ed1a4a53a1c4b7/Dockerfile"
"bub-hq/bub";"RUN apt-get update && apt-get install xfonts-base xvfb tightvncserver";"3";"Previous";"https://github.com/search?p=75&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bub-hq/bub";"/bub-hq/bub/blob/57d1ed1487d4e2d571cd699d662e59e0daaa814f/modules/headless/src/main/docker/Dockerfile"
"docker-nipap/nipap-psql";"RUN apt-get update && apt-get install -y postgresql-9.3-ip4r";"4";"Previous";"https://github.com/search?p=90&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/docker-nipap/nipap-psql";"/docker-nipap/nipap-psql/blob/71dffb09621787b94285d287746bb8a236767e5a/Dockerfile"
"unikoid/cslowlog";"CMD bash";"3";"Previous";"https://github.com/search?p=90&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/unikoid/cslowlog";"/unikoid/cslowlog/blob/556c40f065a2839e90aec2fc1ccca14b348cae95/Dockerfile"
"MackeyRMS/dockerfiles-roles";"RUN apt-get -y install ruby1.9.3=1.9.3*";"3";"Previous";"https://github.com/search?p=12&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/MackeyRMS/dockerfiles-roles";"/MackeyRMS/dockerfiles-roles/blob/49db0613695878e599eadd26b2f0d219f769d858/ubuntu14.04-ruby1.9.3-dependencies/Dockerfile"
"coderjourney/01-learn-the-basics-of-docker";"";"2";"Previous";"https://github.com/search?p=97&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/coderjourney/01-learn-the-basics-of-docker";"/coderjourney/01-learn-the-basics-of-docker/blob/749511a002368ece24fa5ad0abb3c9bef95dfaa6/Dockerfile"
"vtslab/ilpdemo";"RUN apt-get update && apt-get install -y nginx";"6";"Previous";"https://github.com/search?p=11&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vtslab/ilpdemo";"/vtslab/ilpdemo/blob/234e1bae75e87473862c5a26267b349845258a6d/mainServer/Dockerfile"
"dacolera/ecommerce";"FROM ubuntu";"1";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dacolera/ecommerce";"/dacolera/ecommerce/blob/ca59370f3a6ea720d632d909db2c26ba7da87b2c/Dockerfile"
"coduno/docker";"ADD . /run";"3";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/coduno/docker";"/coduno/docker/blob/3d6c6a3ae7fca8a050f5cc81e53651cb36d19627/go/Dockerfile"
"dgageot/quine-relay";"";"4";"Previous";"https://github.com/search?p=87&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/yorick.dockerfile"
"Kinmarui/docker_atlassian";"RUN apt-get update \";"3";"Previous";"https://github.com/search?p=33&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Kinmarui/docker_atlassian";"/Kinmarui/docker_atlassian/blob/c9976bd5e0b280e317949f8df5703e3249f4e69e/nuget/Dockerfile"
"Whistler092/dockerfiles-workspace";"RUN apt-get install -y git";"4";"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Whistler092/dockerfiles-workspace";"/Whistler092/dockerfiles-workspace/blob/bb63115e277cdd7af267f8576ad775abb8abcf30/test/Dockerfile"
"ccedric/computerDB-docker";"apt-get install -y mysql-client";"6";"Previous";"https://github.com/search?p=63&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ccedric/computerDB-docker";"/ccedric/computerDB-docker/blob/93a83ec48ce83c5f5bc7a08d2917d9cccc05905a/webapp/Dockerfile"
"mrrn/docker_rbenv";"";"2";"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mrrn/docker_rbenv";"/mrrn/docker_rbenv/blob/ad86be1a7270f73a3444d80bddf264dd77b5f370/Dockerfile"
"octohost/memcached";"RUN apt-get update && apt-get install -y memcached";"3";"Previous";"https://github.com/search?p=60&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/octohost/memcached";"/octohost/memcached/blob/84bc879161a2455bf28ef8e9a8b9e81f5d54a78a/Dockerfile"
"joonjeong/tizen-port";"FROM ubuntu:14.04";"1";"Previous";"https://github.com/search?p=19&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/joonjeong/tizen-port";"/joonjeong/tizen-port/blob/167cef6a3e1d67871c601971f8fb6f4ec673cad2/docker/package-builder/Dockerfile"
"catalyst-training/docker-introduction";"CMD [""/bin/bash""]";"4";"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/catalyst-training/docker-introduction";"/catalyst-training/docker-introduction/blob/3a271e019f7ae29c9b2aad80d946b07916824d2e/dockerfiles/stress-testing/Dockerfile"
"roackb2/syncbox";"RUN apt-get install -y net-tools net-tools wget";"4";"Previous";"https://github.com/search?p=14&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/roackb2/syncbox";"/roackb2/syncbox/blob/5e9b3becc29a524e67fea6ea116e11975475056f/build/base.Dockerfile"
"fits/try_samples";"RUN pip install keras";"7";"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/blog/20160920/keras_mnist/docker/Dockerfile"
"offfffz/base-images";"";"2";"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/offfffz/base-images";"/offfffz/base-images/blob/36205a12dc4b56589446d6e1123262bc31300612/rails-nodejs/Dockerfile"
"sfister/Projects";"run apt-get install -y \";"8";"Previous";"https://github.com/search?p=38&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sfister/Projects";"/sfister/Projects/blob/077dd19700e507c801cb4f39e2d969f4889d2e91/docker/ODBCBridge/Dockerfile"
"nlsun/docker-redis";"FROM redis:3.2.4";"1";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/nlsun/docker-redis";"/nlsun/docker-redis/blob/81b3187bda5b56af69125da7ec2dc905c368f4fc/Dockerfile"
"nlsun/docker-redis";"RUN apt-get update && \";"3";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/nlsun/docker-redis";"/nlsun/docker-redis/blob/81b3187bda5b56af69125da7ec2dc905c368f4fc/Dockerfile"
"renra/dockerfiles";"";"2";"Previous";"https://github.com/search?p=50&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/renra/dockerfiles";"/renra/dockerfiles/blob/10eea6159cea3620d12cfbaf06e6971fe7f09b02/build-essential/Dockerfile"
"leanderjanssen/javahelloworldtest";"";"2";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/leanderjanssen/javahelloworldtest";"/leanderjanssen/javahelloworldtest/blob/3200324d9d5c8616e648fb7fb13e79b7e5d0e40f/Dockerfile"
"davidpenn/dockerfiles";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/davidpenn/dockerfiles";"/davidpenn/dockerfiles/blob/69a66ba405ce1433723ec721f1d87fd8608ec977/build-essential/Dockerfile"
"eclausell/concouretut1";"RUN \";"3";"Previous";"https://github.com/search?p=58&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/eclausell/concouretut1";"/eclausell/concouretut1/blob/dc39283ba77b2a187bf64d3d968a7217f9344ea8/Dockerfile"
"kyuff/docker-stack";"FROM kyuff/wildfly";"1";"Previous";"https://github.com/search?p=26&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kyuff/docker-stack";"/kyuff/docker-stack/blob/d15ed9c2367c93a55e7ba39c94a92affa6a2a9cd/layers/cli/Dockerfile"
