page;page-href;linkToDockerfile
"Previous";"https://github.com/search?p=76&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dustinlacewell/highland_test/blob/266c8cc479624d17dbe09b44a89e616ec17bc435/stuck/Dockerfile"
"Previous";"https://github.com/search?p=62&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/conjurinc/api-ruby/blob/a340aa0b55b33561b42e75827b8a33f3d2ea4583/Dockerfile"
"Previous";"https://github.com/search?p=85&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cocaine/cocaine-flow/blob/6d948448d0453ca51adae35c5fadc7061b70d7f2/testapp/Dockerfile"
"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/6si/shipwright/blob/3bb952c8d866c2dc7c260fdf16175219bed58e99/tests/integration/examples/shipwright-localhost-sample/service1/Dockerfile"
"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/danielnbarbosa/docker-dogstatsd/blob/62ad34139f54b1f397db41eb9bbc4289cfed7e7b/Dockerfile"
"Previous";"https://github.com/search?p=20&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/throwawaybob/fph.io/blob/17308acca5f32b9727dc69b064fd8947e85c1b40/Dockerfile"
"Previous";"https://github.com/search?p=20&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rbin/go-docker/blob/18272ad4a1546d2641a95bc4f0691c8468c678c0/Dockerfile"
"Previous";"https://github.com/search?p=52&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/docker-java/docker-java/blob/419900d074e6d9754dcd5c6290d93c3350bab010/src/test/resources/busyboxDockerfile/Dockerfile"
"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/drewmacfarl/swish/blob/c6000a85949cf3a766632e9eb7fdc7436913c044/Dockerfile"
"Previous";"https://github.com/search?p=70&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Butanobu/docker/blob/264aef40a9d76277838a8499e6f0ec5a600f2f2e/centos/software.python/Dockerfile"
"Previous";"https://github.com/search?p=35&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Rodeoclash/KimonosWebsite/blob/0fc45594d35161766cc876791b0da59742ebace3/client/Dockerfile"
"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/senecajs/seneca-redis-pubsub-transport/blob/ba023f6730521df65698b1cfe593849b9b3e31d6/docker/Dockerfile"
"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kimh/docker-winch/blob/2c089ad6bcbe5ef1d9e406f1e6c30fbaf512f906/podbot/Dockerfile"
"Previous";"https://github.com/search?p=12&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dart-lang/appengine_samples/blob/a7593c90776941761711b3dc44bcd7ffe76489f7/cloud_datastore/Dockerfile"
"Previous";"https://github.com/search?p=77&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/carlobonamico/docker-simple-samples/blob/a178a9f608bb702d2c88d3aeccd7fbee53b84ac0/workflow/01/Dockerfile"
"Previous";"https://github.com/search?p=92&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shadowlink/GoProject/blob/2f9f7330f08cc4d628170bd6ae871a0437ea8707/Dockerfile"
"Previous";"https://github.com/search?p=77&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/goldmann/docker-hub-test/blob/6d952e8fbfb1e4753fbcf3d13e5f339eead07ad7/Dockerfile"
"Previous";"https://github.com/search?p=71&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dokku/plugn/blob/91fccb5d2128ad80ac3748dd8cb803fcc5ea8453/Dockerfile"
"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sidzan/DockerCode/blob/3c32db45d28686cd29879ab65b640bf2724ad4d4/docker-master/builder/parser/testfiles-negative/env_no_value/Dockerfile"
"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/johngriffin/slinky/blob/f406de1d8ae5b36666ec8bc0f5890528acc7e4ce/Dockerfile"
"Previous";"https://github.com/search?p=1&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fabric8io/docker-maven-plugin/blob/a61c1da24f6857c588522eee22bc9bd5e9b941f8/samples/dockerignore/Dockerfile"
"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/patniharshit/forumanythingai/blob/27c30d5accefe466ae0b38b804976ab1473213af/Dockerfile"
"Previous";"https://github.com/search?p=44&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/arbiterofcool/fig-seed/blob/9d56e9b35f34042d01c91542ddb4989fb61a91ef/template/google-python-hello/Dockerfile"
"Previous";"https://github.com/search?p=19&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hamdouni/goExploration/blob/33b24acee8c6d598212f1194bf523fba68fc23c0/dockerizedGo/Dockerfile"
"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/openspending/openspending/blob/ea0ee15fae42cec9b539130cdc6f7654a2f0ba67/docker-config/redis/Dockerfile"
"Previous";"https://github.com/search?p=89&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/odewahn/staticcell/blob/eb33073b5100dbad0609a5a43e3be2b9d73aad8e/Dockerfile"
"Previous";"https://github.com/search?p=74&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/johanan/Where-to-eat/blob/9003747f04f6be91ed9d8c61e962bf83eb2861e8/Dockerfile"
"Previous";"https://github.com/search?p=95&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/darron/foundation-bootstrap/blob/2a1f73309540d2f04b9473a4b2bb4193f78c64bf/Dockerfile"
"Previous";"https://github.com/search?p=61&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ndeloof/oki-docki-demo/blob/123a8d08745ea746c41c506969bade4c8b6d3647/db/Dockerfile"
"Previous";"https://github.com/search?p=5&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/JustAdam/docker-go/blob/78a8bf2aedfba2dd454335fcdd2718fe9d2d8274/pre1.5/1.4.2/Dockerfile"
"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ViBiOh/angular-bp/blob/9159eb0873d48d30c2ca2a1118a084d60312f545/Dockerfile"
"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/remmelt/test/blob/6ac18ceb4a24a169122b0b914589affa344a2f8d/Dockerfile"
"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mindreframer/golang-devops-stuff/blob/bb6c6c16ff0ae7892cd0ed0715b8a6b769052f9f/src/github.com/dotcloud/docker/integration-cli/build_tests/TestBuildForceRm/Dockerfile"
"Previous";"https://github.com/search?p=75&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/thejsj/mlp/blob/41c581ffc07219ff9186643fd7319da5a22032e4/mysql/Dockerfile"
"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vigneshshanmugam/cdn-finder/blob/aa150e217c5f8c4f46c8978df1e7073b53f10d19/Dockerfile"
"Previous";"https://github.com/search?p=52&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mboeh/oignon-exp/blob/2b2c622babb20d5f408031c24a049e25a52122de/apps/users/Dockerfile"
"Previous";"https://github.com/search?p=61&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micahyoung/docker-archlinuxarm/blob/f39e0567b6af773db20ac43f1be418de494679f7/integration-cli/build_tests/TestCopy/SingleFileToWorkdir/Dockerfile"
"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mdp/honeypot.go/blob/ad480e614633cb4c32f071a6dae9b2c6e5f991e4/Dockerfile"
"Previous";"https://github.com/search?p=23&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dchester/gx/blob/2d62f6d0c4d1f41615d42a666c49628858891ebb/Dockerfile"
"Previous";"https://github.com/search?p=10&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/joch/wordpress-docker/blob/f63d03679a17d2d5e4f48bbd3908accd127342ea/Dockerfile"
"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/teemow/docktris/blob/7c69b396a996f9ccc9bac8948f3187e68170650a/block/Dockerfile"
"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/comeara/pillar/blob/4c94f340a43d3cca591994961f482d370fb72fa0/src/test/resources/docker/cassandra-3.7/Dockerfile"
"Previous";"https://github.com/search?p=32&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rodrigobraga/gardd/blob/6f371b3850024027b41f1b61c74df784418b8cb9/containers/web/Dockerfile"
"Previous";"https://github.com/search?p=94&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mattn/sonictemplate-vim/blob/72c2b1dc64c69f95051855fb9262b2818bb8cd85/template/dockerfile/base-main.dockerfile"
"Previous";"https://github.com/search?p=36&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/evelan/Recrutoid-test-task/blob/9a4e60abbc96aba731ef2119f66ff14dc29cb416/docker/backend/Dockerfile"
"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/strayfluxinteractive/workdat/blob/8bf9bb8167b48d1c54a5fc0701bbc5c7e9e7a6c5/Dockerfile"
"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/k2s/dockerfiles/blob/de4ed8de7c840cfc2e973a67f15d1d7d655a6359/base-deb-minimal/Dockerfile"
"";"";"/sensiblecodeio/custard/blob/0d6c12bd701420e30ad5d26ecafe49a6fdb7cc0e/Dockerfile"
"Previous";"https://github.com/search?p=67&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sosickstudios/frenchquarterinns/blob/2fd8e348a12fa1e5e8ba3744a8ee9230b7ed2b00/dist/Dockerfile"
"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micahyoung/docker-archlinuxarm/blob/f39e0567b6af773db20ac43f1be418de494679f7/integration-cli/build_tests/TestBuildWithInaccessibleFilesInContext/inaccessiblefile/Dockerfile"
"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jiatower/docker-images/blob/2bc75c094d1338e7b6cf96fff751b2b05e502091/node/Dockerfile"
"Previous";"https://github.com/search?p=85&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dfjones/solar/blob/85ed031063f46644f177a6fdbd16db9dee1809e6/solar-server/Dockerfile"
"Previous";"https://github.com/search?p=90&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dashedstripes/frontend/blob/1d4244aa50e93be714074c67ba0d55227ddd1582/Dockerfile"
"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/a-ast/DockerPhpDevelopment/blob/2775c0ef3b06e36a5e3a22cb0de2724aac599bc2/mysql/Dockerfile"
"Previous";"https://github.com/search?p=29&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hemanthkumarsa13/test/blob/8b97e2c28732c5bf24e1e41bfa2033554e352821/integration-cli/build_tests/TestBuildWithInaccessibleFilesInContext/ignoredinaccessible/Dockerfile"
"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/retrohacker/test/blob/d3a7b7f5c8d4fc9df8f49b17a6019f1a548c44ef/tests/slim/Dockerfile"
"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/piccaso/docker-0xff-null/blob/23ca7bc808b4f84eaea43dbb782ea566e4e619a7/Dockerfile"
"Previous";"https://github.com/search?p=19&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dart-lang/appengine_samples/blob/a7593c90776941761711b3dc44bcd7ffe76489f7/simple_request_response/Dockerfile"
"Previous";"https://github.com/search?p=15&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/xfarm001/centos6/blob/bddb3e8013a639ed49c3ba60f5c90cb22f93c29e/Dockerfile"
"Previous";"https://github.com/search?p=47&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hemanthkumarsa13/test/blob/8b97e2c28732c5bf24e1e41bfa2033554e352821/integration-cli/build_tests/TestAdd/SingleFileToWorkdir/Dockerfile"
"Previous";"https://github.com/search?p=30&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dchester/gx/blob/2d62f6d0c4d1f41615d42a666c49628858891ebb/Dockerfile"
"";"";"/Chocobozzz/Diaspora-Docker/blob/6468ee6fb573973658da79d05f2c922461fb6f0b/example/apache_mysql/Dockerfile"
"Previous";"https://github.com/search?p=63&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/doubaokun/dockers/blob/06ebce335465b19c65d1bf26d16849ec90cf1a1c/hello/Dockerfile"
"Previous";"https://github.com/search?p=86&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ukai/kubernetes-0/blob/4cd345b8a681953774a720c58232bc1593938906/build/hello-kubernetes/Dockerfile"
"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/novafloss/bag8/blob/6bd8a00ac258297b94eac6c71f4efe275c416203/data/busybox/Dockerfile"
"Previous";"https://github.com/search?p=9&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/alexec/docker-maven-plugin/blob/ca37839c0cf638b1c4b92de0ab04a865873d343e/src/it/build-test-it/src/main/docker/rubbish/Dockerfile"
"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/pilwon/test-nodejs/blob/bdc38e3dc59bef9b9459e79d6358fadc43cc8135/Dockerfile"
"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/CDE-UNIBE/qcat/blob/eb62fc16851ec630e44def0409368a5542f787d4/stress_tests/Dockerfile"
"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Softhouse/pretty-imp/blob/4ed4cc36d1f84ef95baba89da842e4049c780856/Dockerfile"
"Previous";"https://github.com/search?p=15&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dhavalb-ezdi/dhavaltest/blob/5d1b246072f175fd44f630bd7048132f09ffd861/cookbooks/docker/files/default/vendor/gems/docker-api-1.26.0/spec/fixtures/build_from_dir/Dockerfile"
"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vossim/docker-base-images/blob/1d8d46b384a7cc373570fd3a1264f4979e5e32c8/debian-jessie-amd64-base/Dockerfile"
"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/beardedbrew/shrt.ly/blob/0c5de3dbac920915bc6ace6b96bdf666b94d40e0/docker/data/Dockerfile"
"Previous";"https://github.com/search?p=88&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/chenzhiwei/dockerfile/blob/bc1679c77aa077570481a47fce4ca1637b1b731a/kubernetes/Dockerfile"
"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/alexec/docker-maven-plugin/blob/ca37839c0cf638b1c4b92de0ab04a865873d343e/src/it/build-test-it/src/main/docker/rubbish/Dockerfile"
"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/antonlindstrom/dockerfiles/blob/3af7c5d103aa6ccebe6c7cd4160e0b9c058e5ba5/slides/test/Dockerfile"
"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/swipely/docker-api/blob/2b306bad803a2df9a12dab4fc673486365872666/Dockerfile"
"Previous";"https://github.com/search?p=42&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/nacyot/docker-programming-languages/blob/126959c8183d4499bc5b8c6d45479028cb2c1d59/java-oracle-1.7.0/Dockerfile"
"Previous";"https://github.com/search?p=64&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/goquadro/api/blob/88c175b2ed81b68635688f0b60d419e2e25d132e/Dockerfile"
"Previous";"https://github.com/search?p=18&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/micahyoung/docker-archlinuxarm/blob/f39e0567b6af773db20ac43f1be418de494679f7/integration-cli/build_tests/TestAdd/EtcToRoot/Dockerfile"
"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mindreframer/golang-devops-stuff/blob/bb6c6c16ff0ae7892cd0ed0715b8a6b769052f9f/src/github.com/dotcloud/docker/integration-cli/build_tests/TestCopy/SingleFileToWorkdir/Dockerfile"
"Previous";"https://github.com/search?p=73&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/multikatt/api/blob/05c0f38d73edb701205a100a292ab495ff1164ba/Dockerfile"
"Previous";"https://github.com/search?p=21&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/moix/test/blob/a26a2717b80f05a02c15e69a0b73cb11d9ef87d5/docker/Dockerfile"
"Previous";"https://github.com/search?p=82&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/writeline/docker-nodejs-sample/blob/61edfb43e573ebb3166358e89f5f524aa8688512/Dockerfile"
"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Novisse/Noviconf/blob/baf62497771f7012a3765f410c5e2d14d34a6c17/database/data/Dockerfile"
"Previous";"https://github.com/search?p=36&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jsartisohn/cloudsyno/blob/44d48ee4f3403404e6bb53ebcf693f25d9883687/Dockerfile"
"Previous";"https://github.com/search?p=57&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sethbrasile/wordpress-docker-fig/blob/c1062dccdfac6a7baf8583631a254f16e08f03ea/Dockerfile"
"Previous";"https://github.com/search?p=26&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rossbachp/revealjs-presentation/blob/2d894e249704e7a605784706c0795731394c6d74/test/Dockerfile"
"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/andrewshawcare/render-tree/blob/cd84d7a13af6afddbd341514dae6c48c3c5e0b14/Dockerfile"
"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rafacas/experiments/blob/767b6856c13b349309081de374a34dba3363da9c/three-node-infrastructure/step3/docker/webapp/Dockerfile"
"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cynipe/gh_webhook_gateway/blob/c0990804b7bc9b938a8e2834a83673ea11244203/jenkins/Dockerfile"
"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hayes/trimet/blob/a8e17ae03ba732e97aeb8374a1e1fa4e7123ac3a/Dockerfile"
"Previous";"https://github.com/search?p=70&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/andrewshawcare/render-tree/blob/cd84d7a13af6afddbd341514dae6c48c3c5e0b14/Dockerfile"
"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bencao/fc_tank/blob/f5323edd8bd2118ca76d48fed89e776c955a4ea1/Dockerfile"
"Previous";"https://github.com/search?p=26&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/heroku/umpire/blob/a6b19814d88b58ece3ef8cd77271590abf9c48e7/Dockerfile"
"Previous";"https://github.com/search?p=65&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/inakianduaga/cloud-development/blob/570a83b328104ee27089ed7ecbfefb4648683cfc/docker/codebox-ide/Dockerfile"
"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/palladius/septober/blob/ffe0385d31beb7cde9d510775c8ad8ae41b628a3/Dockerfile"
"Previous";"https://github.com/search?p=80&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/polluxx/bb_serve/blob/f8aed2b3e1336c7ff6b0889b7bc69d503ae6fa96/Dockerfile"
"Previous";"https://github.com/search?p=98&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/korczis/apollon/blob/e9e82dfb14bd729f43194a9d93758c1cbb26cbe0/images/mongos/Dockerfile"
"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/zachlatta/calhacks/blob/880f5d50a54b59d3ec96304b6cf2efdfc29c39ee/lang/ruby/Dockerfile"
"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/neilberget/docker-conf/blob/7b094680ea4f16a56fcdbd885a8fdcb07f9496f7/nginx/Dockerfile"
"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/mdulghier/nodejs-vienna-docker/blob/f23781680771a0e993f0b4d0d528ed0fdc4d3a90/Dockerfile"
"Previous";"https://github.com/search?p=63&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jolicode/JoliCi/blob/c042812c6ccf2c61c665bc0722bd8d25dada2715/tests/Joli/JoliCi/BuildStrategy/fixtures/jolici/project1/.jolici/test/Dockerfile"
"Previous";"https://github.com/search?p=49&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ashwinphatak/wordpress_dev/blob/1b47a539435779f565b5dd6bdd36a80916c4732b/Dockerfile"
"Previous";"https://github.com/search?p=84&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Aigeruth/docker-private-registry/blob/db3e8deefa7a226602dc696caa61774288e40cdf/spec/fixtures/repositories/test/scratch/Dockerfile"
"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/BoatShed/bs-notifications/blob/e4ab97dd086db932ea6122f42093653b3919235d/Dockerfile"
"Previous";"https://github.com/search?p=66&q=language%3ADockerfile+FROM&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ReadyTalk/squirrel-server-go/blob/e2d2726ec720df239e085e4ab80140ed9a2a7644/Dockerfile"
