repo;pouet;numL;page;page-href;linkToRepo;linkToDockerfile
"timhudson/pugholdit";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=24&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/timhudson/pugholdit";"/timhudson/pugholdit/blob/7f7f9265b617946a1fe35d839675aec7093bd4e1/Dockerfile"
"isthari/docker-java-7-base";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/isthari/docker-java-7-base";"/isthari/docker-java-7-base/blob/de662fefcee61f4fe3f16b299d48afc120484bcf/Dockerfile"
"rezpablo/dockerfiles";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=27&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rezpablo/dockerfiles";"/rezpablo/dockerfiles/blob/2f946ea6a337656d95d531eff24466e4c7a0ec6f/debian_base/Dockerfile"
"ocditimban/my-d8v1-images";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=20&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ocditimban/my-d8v1-images";"/ocditimban/my-d8v1-images/blob/e2921d97bea75f2ab438932c029073afc26f4028/Dockerfile"
"dottgonzo/httpdgitdocker";"FROM httpd";"1";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dottgonzo/httpdgitdocker";"/dottgonzo/httpdgitdocker/blob/1a216c0db2fed33d4a4ca0e77cb02fc07d8b6a02/Dockerfile"
"yched/varnish_test";"";"2";"Previous";"https://github.com/search?p=67&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yched/varnish_test";"/yched/varnish_test/blob/f91a5ff801d3b7d985f072d3ca624cfb7237d72e/.docker/machines/cli/Dockerfile"
"leprechaun/docker-images";"RUN apt-get -y install dialog";"5";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/leprechaun/docker-images";"/leprechaun/docker-images/blob/57aecc95fa372fa9b8cdce3400c6a9acc76b7449/ubuntu.base/Dockerfile"
"maniankara/stackoverflow";"USER jenkins";"5";"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/maniankara/stackoverflow";"/maniankara/stackoverflow/blob/0042421bd42b5667ba4671fcfb711c0e5192c5e0/docker-ansible-jenkins/Dockerfile"
"abhishekgaurav1/dockerfiles";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=10&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/abhishekgaurav1/dockerfiles";"/abhishekgaurav1/dockerfiles/blob/f2d41c6a8fb7cf315f9fcafdd41fbf992a4a10fb/Dockerfile"
"kflansburg/xshop";"RUN apt-get -y install make";"6";"Previous";"https://github.com/search?p=3&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kflansburg/xshop";"/kflansburg/xshop/blob/c54c29397b211cbff8d34b91e0384dcfc9717f89/xshop/defaults/contexts/base_test_image/Dockerfile"
"vtslab/ilpdemo";"RUN apt-get update && apt-get install -y nginx";"6";"Previous";"https://github.com/search?p=11&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/vtslab/ilpdemo";"/vtslab/ilpdemo/blob/234e1bae75e87473862c5a26267b349845258a6d/mainServer/Dockerfile"
"alancnet/base";"RUN apt-get install sudo";"5";"Previous";"https://github.com/search?p=10&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/alancnet/base";"/alancnet/base/blob/95b224003f8cc8a185600fdee04ad4fb831eec51/Dockerfile"
"agnsal/docker-apaphpy";"MAINTAINER Agnese Salutari";"3";"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/agnsal/docker-apaphpy";"/agnsal/docker-apaphpy/blob/8921c9906c6e8911cd0afba399044741e8aaf2b6/Dockerfile"
"dgageot/quine-relay";"COPY . ./";"5";"Previous";"https://github.com/search?p=80&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/bc.dockerfile"
"locatw/AppHost";"RUN apt-get install -y mono-complete";"3";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/locatw/AppHost";"/locatw/AppHost/blob/37427ff7a7015a7690e8c2f16beac600e8ad6be6/Mono/Dockerfile"
"yhung124/multi-docker";"RUN apt-get install -y curl";"4";"Previous";"https://github.com/search?p=31&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yhung124/multi-docker";"/yhung124/multi-docker/blob/279efee86d47864fb2952cb9a21de71cf4cd6a7e/project-2/Dockerfile"
"panoptix-za/docker-logstash-python";"python";"6";"Previous";"https://github.com/search?p=28&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/panoptix-za/docker-logstash-python";"/panoptix-za/docker-logstash-python/blob/c5a81324a21e63212dab722b01229345cab46674/Dockerfile"
"bingoarun/openstack-docker-clients";"RUN apt-get update && \";"8";"Previous";"https://github.com/search?p=66&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bingoarun/openstack-docker-clients";"/bingoarun/openstack-docker-clients/blob/b11cb354b1e0b9a48039b342174b14aaeb502422/Dockerfile"
"big-data-europe/pilot-sc7-spark-worker";"&& apt-get install -y libgfortran3";"4";"Previous";"https://github.com/search?p=78&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/big-data-europe/pilot-sc7-spark-worker";"/big-data-europe/pilot-sc7-spark-worker/blob/f4f2b7c0f5e5c05a0ca14a7e0385afd0388854cd/Dockerfile"
"morevnaproject/morevna-builds";"";"16";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/morevnaproject/morevna-builds";"/morevnaproject/morevna-builds/blob/375971891eb7cd8ea5afd222cf526c51663140d1/docker/debian-7-64bit/Dockerfile"
"fits/try_samples";"FROM python";"1";"Previous";"https://github.com/search?p=62&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/fits/try_samples";"/fits/try_samples/blob/63dd90a7f2b664e036d98a9f66ef6f0093c44f37/docker/python3_keras/Dockerfile"
"Normegil/Server-Configs";"";"2";"Previous";"https://github.com/search?p=58&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Normegil/Server-Configs";"/Normegil/Server-Configs/blob/7ee29f79712e1de8d01b4fbc2e1acd277a3de799/docker/base/Dockerfile"
"eadz/docker-files";"MAINTAINER _@eaden.net";"2";"Previous";"https://github.com/search?p=51&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/eadz/docker-files";"/eadz/docker-files/blob/682bf3bf8189a94a11a1b70ccc5a7c302a2ca896/ubuntu-trusty-base/Dockerfile"
"jrthebuilder/learning_code";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=23&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jrthebuilder/learning_code";"/jrthebuilder/learning_code/blob/a257d0986ffa6dd3d5d9df9dc676f1c00b4302ea/Dockerfile"
"stackhub/service-logspout";"FROM ubuntu-debootstrap";"1";"Previous";"https://github.com/search?p=79&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/stackhub/service-logspout";"/stackhub/service-logspout/blob/5f6f2f724dbe437f4220cadfe8b0cfac458d6a0b/1.2/logspout/debug/Dockerfile"
"byte13/lab";"";"3";"Previous";"https://github.com/search?p=89&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/byte13/lab";"/byte13/lab/blob/b62a12f5e7433143172e4624c787293fee4adbbc/Dockerfile"
"etna-alternance/drone-php-nginx";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/etna-alternance/drone-php-nginx";"/etna-alternance/drone-php-nginx/blob/be31fcd09e3920c7796d16c41ce3c864f62f8faf/Dockerfile"
"thomasleveil/elk-jmeter";"";"2";"Previous";"https://github.com/search?p=25&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/thomasleveil/elk-jmeter";"/thomasleveil/elk-jmeter/blob/17f2acfa639d427a14c71b150eb7c69efb3b03ef/logstash/Dockerfile"
"keyeleo/private";"#RUN apt-get -y upgrade";"5";"Previous";"https://github.com/search?p=46&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/keyeleo/private";"/keyeleo/private/blob/fdd8851567cec11dd01f680f12a151957b7f944b/docker/redis/Dockerfile"
"hopanghsu/Firefox";"";"2";"Previous";"https://github.com/search?p=36&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hopanghsu/Firefox";"/hopanghsu/Firefox/blob/11fec89627b79f99fe9d5ecc81939757dfd517dc/release/docker/firefox-snap/Dockerfile"
"Tenjin0/docker";"FROM nginx";"1";"Previous";"https://github.com/search?p=67&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/Tenjin0/docker";"/Tenjin0/docker/blob/b160045ec38c89e4c2fb96dedddb214904985ba6/netmessage_nginx/Dockerfile"
"LyleH/docker_ui";"";"2";"Previous";"https://github.com/search?p=68&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/LyleH/docker_ui";"/LyleH/docker_ui/blob/dcc990e8b4a649e5a65844779644153480a48067/examples/swarm/Dockerfile"
"shirkevich/lslock";"";"4";"Previous";"https://github.com/search?p=96&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shirkevich/lslock";"/shirkevich/lslock/blob/3bedd90048d3bee469074b6009cba8427c371b7e/Dockerfile"
"XaeroDegreaz/dind-maven";"RUN add-apt-repository ppa:openjdk-r/ppa";"5";"Previous";"https://github.com/search?p=13&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/XaeroDegreaz/dind-maven";"/XaeroDegreaz/dind-maven/blob/857304bffede6d20af10f3af86c2b6d2f1591b57/Dockerfile"
"morevnaproject/morevna-builds";"RUN apt-get -yq install \";"11";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/morevnaproject/morevna-builds";"/morevnaproject/morevna-builds/blob/375971891eb7cd8ea5afd222cf526c51663140d1/docker/debian-7-64bit/Dockerfile"
"rpsingh2/HW4";"RUN sudo apt-get -y update";"3";"Previous";"https://github.com/search?p=39&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rpsingh2/HW4";"/rpsingh2/HW4/blob/7efd6b2a3baa0019722c99a4a325b16f64086f19/HW4/Part1/Dockerfile"
"elijahc/dockerfiles";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=73&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/elijahc/dockerfiles";"/elijahc/dockerfiles/blob/22a1c27d25b0a76157b939787fcf24256e16cc1c/base/jessie/Dockerfile"
"docker-nipap/nipap-psql";"RUN apt-get update && apt-get install -y postgresql-9.3-ip4r";"4";"Previous";"https://github.com/search?p=90&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/docker-nipap/nipap-psql";"/docker-nipap/nipap-psql/blob/71dffb09621787b94285d287746bb8a236767e5a/Dockerfile"
"upwardhq/node-ruby-dpl";"FROM node:6.2";"1";"Previous";"https://github.com/search?p=34&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/upwardhq/node-ruby-dpl";"/upwardhq/node-ruby-dpl/blob/32ce4e5da02ebf5a0a574d1e7e3a9f9a22c58baa/Dockerfile"
"gongo/docker-rrrspec-example";"";"2";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/gongo/docker-rrrspec-example";"/gongo/docker-rrrspec-example/blob/633e6e725d007d90e3f3be1742ea4a58f4431e5b/containers/base/Dockerfile"
"aplicacionesnubemcicud/Documentacion2016-1";"FROM ubuntu:trusty";"1";"Previous";"https://github.com/search?p=76&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/aplicacionesnubemcicud/Documentacion2016-1";"/aplicacionesnubemcicud/Documentacion2016-1/blob/e69ba51232974eced4a74b494fe209c2998f61f2/curso_nube_2016-1/talleres/Talleres_desarrollo/Yeny%20Mu%C3%B1oz%20-%20Julian%20Moreno/Taller7/Dockerfile"
"harshjv/latex-with-curl";"FROM blang/latex";"1";"Previous";"https://github.com/search?p=53&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/harshjv/latex-with-curl";"/harshjv/latex-with-curl/blob/8268b39219eed13948b85e497a6efd1559f22e0a/Dockerfile"
"hi-ogawa/dockerfiles";"RUN apt-get update && apt-get install -y less";"3";"Previous";"https://github.com/search?p=74&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hi-ogawa/dockerfiles";"/hi-ogawa/dockerfiles/blob/955ff4fcf5050ec4a8282c40917970cb9910f4fc/ansible/Dockerfile"
"wilrilo/talleres";"FROM ubuntu:trusty";"1";"Previous";"https://github.com/search?p=60&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/wilrilo/talleres";"/wilrilo/talleres/blob/1f78a07348ff5398bfa018fd081403b17ad67577/file/taller7/files/docker/Dockerfile"
"leprechaun/docker-images";"RUN apt-get -y install vim";"6";"Previous";"https://github.com/search?p=4&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/leprechaun/docker-images";"/leprechaun/docker-images/blob/57aecc95fa372fa9b8cdce3400c6a9acc76b7449/ubuntu.base/Dockerfile"
"cloudfoundry/runtime-ci";"RUN \";"5";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/cloudfoundry/runtime-ci";"/cloudfoundry/runtime-ci/blob/8fd52ed0b4a1d016c498571c499e26cf25361de0/scripts/ci/create-release-notes-template/Dockerfile"
"wrmsr/trumpet";"";"2";"Previous";"https://github.com/search?p=59&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/wrmsr/trumpet";"/wrmsr/trumpet/blob/987f21e5816ee42a86ba674f9c7e5c113e073886/compose/trumpet-test-mysql/Dockerfile"
"LTD-Beget/besync";"FROM golang:1.6";"1";"Previous";"https://github.com/search?p=13&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/LTD-Beget/besync";"/LTD-Beget/besync/blob/b394521514498d36ad836151d84ab2f90437885b/Dockerfile"
"powareverb/docker-java-armhf";"RUN apt-get update";"4";"Previous";"https://github.com/search?p=70&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/powareverb/docker-java-armhf";"/powareverb/docker-java-armhf/blob/8817177c6475fcb134a27b56af3565e83e449a12/Dockerfile"
"kizbitz/dockertest1";"";"4";"Previous";"https://github.com/search?p=35&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/kizbitz/dockertest1";"/kizbitz/dockertest1/blob/0daa258bf64e139b17ce4cef1e38642dd8e8eacc/Dockerfile"
"yhung124/multi-docker";"FROM ubuntu:14.04.4";"1";"Previous";"https://github.com/search?p=30&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/yhung124/multi-docker";"/yhung124/multi-docker/blob/279efee86d47864fb2952cb9a21de71cf4cd6a7e/project-2/Dockerfile"
"dgageot/quine-relay";"RUN apt-get update -qq && apt-get install -y boo";"3";"Previous";"https://github.com/search?p=81&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/boo.dockerfile"
"dgageot/quine-relay";"FROM dgageot/quine:base";"1";"Previous";"https://github.com/search?p=83&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/dgageot/quine-relay";"/dgageot/quine-relay/blob/0e4aeca61cfc78d04b531a454ae241e4b4befc91/images/haskell.dockerfile"
"rekibnikufesin/docker-compose";"RUN apt-get install -y build-essential";"5";"Previous";"https://github.com/search?p=20&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/rekibnikufesin/docker-compose";"/rekibnikufesin/docker-compose/blob/20008443a5dfe6d6aed599e6cf1f4b5a1d15fe11/api/Dockerfile"
"diego9627/random-code";"RUN apt-get update";"2";"Previous";"https://github.com/search?p=6&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/diego9627/random-code";"/diego9627/random-code/blob/f624b92ad932e27bfa05e7258e7dce72cca8b384/docker-builds/test/Dockerfile"
"frila/fast-cp";"";"4";"Previous";"https://github.com/search?p=40&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/frila/fast-cp";"/frila/fast-cp/blob/ab17eb82535825e6e107e8a832567e1b7c40acdc/Dockerfile"
"shopwazs/Ruby";"ENTRYPOINT [""ping""]";"5";"Previous";"https://github.com/search?p=10&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shopwazs/Ruby";"/shopwazs/Ruby/blob/4ddc17ae2e2546f63976ddc60de4f1284d32d783/test-docker/Dockerfile"
"thiagooak/php56-ci";"RUN apt-get update";"3";"Previous";"https://github.com/search?p=8&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/thiagooak/php56-ci";"/thiagooak/php56-ci/blob/96837e958418705c208bd11aa21ab1a1fb83e220/Dockerfile"
"sirdesmond/concourse-docker-test";"";"2";"Previous";"https://github.com/search?p=69&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/sirdesmond/concourse-docker-test";"/sirdesmond/concourse-docker-test/blob/9c7091d15bfefcaab9d2d8ef97bef5910ebbb83a/Dockerfile"
"pitechplus/carsharing-front-docker";"";"2";"Previous";"https://github.com/search?p=96&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/pitechplus/carsharing-front-docker";"/pitechplus/carsharing-front-docker/blob/416f59a09501833331e8f8636ec80ca6aec4385a/Dockerfile"
"timothysparg/cuddly-barnacle";"FROM ubuntu-debootstrap";"1";"Previous";"https://github.com/search?p=63&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/timothysparg/cuddly-barnacle";"/timothysparg/cuddly-barnacle/blob/1d9442ba12ccb326deb06a88e46f5e971c226f51/dockerfiles/logspout/debug/Dockerfile"
"jmf1sh/rustray";"";"2";"Previous";"https://github.com/search?p=37&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jmf1sh/rustray";"/jmf1sh/rustray/blob/6b10dd0cd5e887de3cdd317162509e4947a35f49/Dockerfile"
"st3w4r/42-pool_ocaml";"RUN echo 'alias ocaml=""rlwrap ocaml""' >> ~/.bashrc";"9";"Previous";"https://github.com/search?p=14&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/st3w4r/42-pool_ocaml";"/st3w4r/42-pool_ocaml/blob/4237b5e60b7d214c0fa327e959d23d587c7e03a8/Dockerfile"
"schmatz/encoding-server";"FROM golang:1.4-onbuild";"1";"Previous";"https://github.com/search?p=99&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/schmatz/encoding-server";"/schmatz/encoding-server/blob/ac73de5559589adf2bf340cf87063a54ea48aed1/Dockerfile"
"direktspeed/dockerimage-ubuntu-trusty";"FROM ubuntu:13.10";"1";"";"";"/direktspeed/dockerimage-ubuntu-trusty";"/direktspeed/dockerimage-ubuntu-trusty/blob/09bb8dfa4d5dbbf4fcc3bb78e8ea04e49d5bfb74/Dockerfile"
"abulovic/sysbio-docker";"FROM ubuntu:latest";"1";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/abulovic/sysbio-docker";"/abulovic/sysbio-docker/blob/7f997ba3e6afafe3e99126b429bf08c9b17f7210/docker/git/Dockerfile"
"XaeroDegreaz/dind-maven";"RUN apt-get install maven -y";"8";"Previous";"https://github.com/search?p=13&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/XaeroDegreaz/dind-maven";"/XaeroDegreaz/dind-maven/blob/857304bffede6d20af10f3af86c2b6d2f1591b57/Dockerfile"
"CocaCola183/image_transformer";"CMD [ ""node"" ]";"5";"Previous";"https://github.com/search?p=72&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/CocaCola183/image_transformer";"/CocaCola183/image_transformer/blob/014e278863f852cf4b5dbe9c7987e23103b6b1e6/Dockerfile"
"saurshaz/workflow-experiment";"EXPOSE 3000";"2";"Previous";"https://github.com/search?p=17&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/saurshaz/workflow-experiment";"/saurshaz/workflow-experiment/blob/cac1e8c68a68a88ad7382767ca4733104f3ea685/docker-files/api/Dockerfile"
"youwenliang/Firefox_Icon-Fonts";"WORKDIR /firefox-icons";"3";"Previous";"https://github.com/search?p=12&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/youwenliang/Firefox_Icon-Fonts";"/youwenliang/Firefox_Icon-Fonts/blob/2d634d7edd3274fbbc545c5d97287b83d0068a6c/Dockerfile"
"nptomlin/docker-seneca-demo";"FROM        ubuntu";"1";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/nptomlin/docker-seneca-demo";"/nptomlin/docker-seneca-demo/blob/307b80a51a12d924c7c466c54aca3b951ca7386c/infrastructure/beanstalk/Dockerfile"
"hyperworks/docker-cgo";"RUN apt-get update && apt-get install -y cmake build-essential pkg-config";"2";"Previous";"https://github.com/search?p=54&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/hyperworks/docker-cgo";"/hyperworks/docker-cgo/blob/0d952d06d9a479454b56c4fe51eec3212fc16a21/Dockerfile"
"speakinghedge/docker-openvpn-build-n-test";"RUN apt-get install -y git nano";"6";"";"";"/speakinghedge/docker-openvpn-build-n-test";"/speakinghedge/docker-openvpn-build-n-test/blob/df0b0ccba6aea12913f3f6ce068418c0adabff1e/Dockerfile"
"CancerCollaboratory/dockstore-tool-samtools-rmdup";"FROM ubuntu:16.10";"1";"Previous";"https://github.com/search?p=52&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/CancerCollaboratory/dockstore-tool-samtools-rmdup";"/CancerCollaboratory/dockstore-tool-samtools-rmdup/blob/49f1fdb863c19c40e06f1a7eda6e8aabc0111a2e/Dockerfile"
"shanil-puri/CSC-DevOps-hw4";"RUN apt-get -y update";"3";"Previous";"https://github.com/search?p=5&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/shanil-puri/CSC-DevOps-hw4";"/shanil-puri/CSC-DevOps-hw4/blob/6327b6c06e0e54ceaef8e2e1871c508c275866d1/FileIo/FileIoOut/Dockerfile"
"roberterdin/docker-nginx-ssl";"RUN apt-get update && apt-get dist-upgrade -y";"2";"Previous";"https://github.com/search?p=48&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/roberterdin/docker-nginx-ssl";"/roberterdin/docker-nginx-ssl/blob/75604beb11073d8ec79d3dfea37909db85fa0f1e/Dockerfile"
"pjcuadra/dnsmasq-docker";"ADD files /etc";"13";"Previous";"https://github.com/search?p=43&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/pjcuadra/dnsmasq-docker";"/pjcuadra/dnsmasq-docker/blob/470839e6f07a3ad43651455f82300f8c6b4859ee/Dockerfile"
"inaz2/docker-debian-build";"FROM debian:jessie";"1";"Previous";"https://github.com/search?p=45&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/inaz2/docker-debian-build";"/inaz2/docker-debian-build/blob/f061e247528fb6b1e55e3f3232125b14d7b6f0b0/Dockerfile"
"paulkling/ubuntu";"CMD /bin/bash";"6";"Previous";"https://github.com/search?p=41&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/paulkling/ubuntu";"/paulkling/ubuntu/blob/f5f0b8b25a8bb12534363012e9c51fb4022dc0e6/Dockerfile"
"jeroenpeeters/thesis";"";"5";"Previous";"https://github.com/search?p=47&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/jeroenpeeters/thesis";"/jeroenpeeters/thesis/blob/c6ef1b3f29ac6909a88db446856e3c568b7aff20/thesis/Dockerfile"
"bufferapp/dockerfiles";"FROM node:6.2-slim";"1";"Previous";"https://github.com/search?p=16&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/bufferapp/dockerfiles";"/bufferapp/dockerfiles/blob/45f32a058969b3e071a40a215bca50c4a263a165/kcl-node/Dockerfile"
"localghost/stuff";"RUN apt-get update";"5";"Previous";"https://github.com/search?p=33&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/localghost/stuff";"/localghost/stuff/blob/eb1d4d938290addcddeb0eb41b688776cb73b8a8/playground/thread_rand_sleep/Dockerfile"
"ditointernet/sprintfy";"FROM ruby:2.2.5-onbuild";"1";"Previous";"https://github.com/search?p=94&q=language%3ADockerfile+RUN+apt-get&ref=searchresults&type=Code&utf8=%E2%9C%93";"/ditointernet/sprintfy";"/ditointernet/sprintfy/blob/b44a7311f750b76098063e242ac4def2fa83ecf7/Dockerfile"
